cve_edo,nom_edo,acronimo_estado,cve_mpo_ine,nom_mpo_ine,cve_edo_mpo_ine,latitude,longitude,pob_tot,grado_prom_esco,metro,lista_nominal,total_votos,por_participacion,por_abstencion,participacion_h,participacion_m,participacion_j,v_pan,v_pri,v_prd,v_pvem,v_pt,v_mc,v_morena,v_pes,v_rsp,v_fxm,v_ci,v_vxm,v_jhh,v_otros,alianza_ganadora,votos_alianza_ganadora,margen_pp,triunfo_original
04,Campeche,Camp.,008,Tenabo,04008,20.039722222222224,-90.22527777777778,11038,8.75625,NO,8513,6768,79.50193821214613,20.49806178785387,75.1172549987657,83.0088495575221,79.0157381963527,602,1780,67,70,30,729,2854,62,370,48,0,2454,2954,480,Juntos Haremos Historia,2954,7.387706855791962,JHH
05,Coahuila,Coah.,001,Abasolo,05001,27.181944444444447,-101.4263888888889,1004,8.61,NO,1279,1092,85.37920250195465,14.620797498045349,83.75,83.4285714285714,83.594470046083,232,359,2,1,3,0,469,8,3,3,0,593,473,14,Va por México,593,10.989010989010989,V x M
05,Coahuila,Coah.,002,Acuña,05002,29.324166666666667,-100.93166666666669,163722,9.340307692307691,NO,118964,61033,51.30375575804445,48.69624424195555,51.4254937163375,58.9116489284152,55.1405419093441,3618,19327,239,6854,601,820,26875,522,240,592,0,23184,34333,1354,Juntos Haremos Historia,34333,18.267166942473743,JHH
05,Coahuila,Coah.,003,Allende,05003,28.34722222222222,-100.85416666666666,23049,9.176666666666668,NO,18447,10983,59.53813628232233,40.46186371767767,54.0806969280147,63.6622183329687,58.9835441620956,1033,4617,48,37,64,316,4484,25,36,103,0,5698,4590,164,Va por México,5698,10.088318310115634,V x M
05,Coahuila,Coah.,004,Arteaga,05004,25.44527777777778,-100.84666666666666,24746,7.605714285714286,SI,19021,12302,64.67588454865675,35.324115451343246,58.1560283687943,66.7418263810598,62.3787080676462,1150,7637,62,238,90,167,2246,251,114,91,0,8849,2575,456,Va por México,8849,50.99983742480897,V x M
05,Coahuila,Coah.,005,Candela,05005,26.840277777777775,-100.66388888888888,1652,7.640000000000001,NO,1662,1443,86.82310469314079,13.176895306859208,83.5457705677868,85.1948051948052,84.3233312921004,745,516,6,1,1,5,141,0,4,2,0,1267,144,6,Va por México,1267,77.82397782397783,V x M
05,Coahuila,Coah.,006,Castaños,05006,26.78527777777778,-101.43055555555556,29119,8.462083333333334,SI,21394,12934,60.45620267364682,39.54379732635318,55.3644788382536,64.572864321608,59.9423492673553,849,4958,211,56,44,148,6227,56,57,48,0,6018,6331,161,Juntos Haremos Historia,6331,2.419978351631359,JHH
05,Coahuila,Coah.,007,Cuatrocienegas,05007,26.985833333333336,-102.06666666666666,12718,8.074666666666667,NO,9408,6337,67.35756802721087,32.642431972789126,52.5132555673383,63.0315789473684,57.7918647649234,1315,2665,63,16,15,173,1759,35,29,168,0,4043,1790,232,Va por México,4043,35.5531008363579,V x M
05,Coahuila,Coah.,008,Escobedo,05008,27.234722222222224,-101.4125,3045,8.26,NO,2458,1955,79.53620829943043,20.463791700569573,72.2358722358722,82.8924162257496,77.3673036093418,111,865,17,3,8,3,899,7,8,4,0,993,910,19,Va por México,993,4.245524296675192,V x M
05,Coahuila,Coah.,009,Francisco I. Madero,05009,25.775,-103.27305555555556,58955,8.74047619047619,SI,43742,29648,67.77925106305153,32.22074893694847,60.5133648557368,69.8586389893392,65.2490539993812,917,10304,198,742,384,195,15148,313,212,679,0,11419,16276,1204,Juntos Haremos Historia,16276,16.38221802482461,JHH
05,Coahuila,Coah.,010,Frontera,05010,26.926111111111112,-101.44944444444444,82518,10.06390243902439,SI,61398,36404,59.29183361021531,40.70816638978469,53.6387242825754,61.8858980870154,57.7274939989593,9862,10383,219,255,193,321,12088,138,52,2307,0,20464,12538,2497,Va por México,20464,21.77233271069113,V x M
05,Coahuila,Coah.,011,General Cepeda,05011,25.37638888888889,-101.475,11823,7.819375,NO,9384,7176,76.47058823529412,23.529411764705884,63.356875778978,71.2009237875289,67.0713035870516,2927,2390,554,133,182,50,746,11,7,15,0,5871,1061,33,Va por México,5871,67.02898550724638,V x M
05,Coahuila,Coah.,012,Guerrero,05012,28.308333333333337,-100.37694444444443,1631,7.664,NO,1805,1327,73.51800554016621,26.481994459833786,59.5588235294118,62.8019323671498,61.0674157303371,293,867,2,3,4,2,113,3,0,0,0,1162,120,3,Va por México,1162,78.52298417483044,V x M
05,Coahuila,Coah.,013,Hidalgo,05013,27.79111111111111,-99.87416666666664,1736,7.8,NO,1303,1066,81.81120491174212,18.188795088257876,75.2244165170557,82.7898550724638,78.990081154193,68,379,0,350,1,1,246,2,3,0,0,447,598,5,Juntos Haremos Historia,598,14.165103189493433,JHH
05,Coahuila,Coah.,014,Jimenez,05014,29.06972222222222,-100.675,8885,7.714,NO,8266,5119,61.92838132107427,38.07161867892573,57.0084439083233,65.4618473895582,61.1514331406077,137,1884,106,125,1113,112,1396,50,26,17,0,2127,2636,93,Juntos Haremos Historia,2636,9.94334831021684,JHH
05,Coahuila,Coah.,015,Juarez,05015,27.60555555555556,-100.72611111111112,1595,8.147499999999999,NO,1401,1133,80.87080656673804,19.12919343326196,73.1914893617021,84.1017488076312,78.335832083958,362,390,5,3,4,213,128,1,1,4,0,757,135,6,Va por México,757,48.014121800529566,V x M
05,Coahuila,Coah.,016,Lamadrid,05016,27.049444444444447,-101.79388888888889,1765,8.850000000000001,NO,1619,1383,85.42310067943176,14.576899320568243,85.6060606060606,87.8865979381443,86.734693877551,399,592,9,4,5,17,321,5,4,2,0,1000,330,11,Va por México,1000,48.44540853217643,V x M
05,Coahuila,Coah.,017,Matamoros,05017,25.52777777777778,-103.22805555555556,118996,8.906935483870967,SI,83745,56927,67.97659561764881,32.02340438235119,61.3815542485296,72.3795685154172,66.9248625231197,1112,24828,1756,4935,467,863,17253,530,270,3655,0,27696,22655,4455,Va por México,27696,8.855200519964164,V x M
05,Coahuila,Coah.,018,Monclova,05018,26.90083333333333,-101.41666666666669,237866,10.95774193548387,SI,174496,98785,56.61161287364753,43.38838712635247,56.6362630959318,62.7586770682487,59.725192818718,32824,27889,543,672,487,1589,26675,382,362,5568,0,61256,27839,6312,Va por México,61256,33.82801032545427,V x M
05,Coahuila,Coah.,019,Morelos,05019,28.40972222222222,-100.88611111111112,7900,9.205,NO,6873,4222,61.42877928124545,38.57122071875455,63.0310334438084,71.4371437143714,67.2429344558028,701,1523,14,14,19,49,1716,12,25,84,0,2238,1750,121,Va por México,2238,11.558503079109427,V x M
05,Coahuila,Coah.,020,Muzquiz,05020,27.8775,-101.51444444444444,71722,9.137916666666667,NO,54855,34493,62.88032084586638,37.11967915413362,46.6528692380056,56.5783004954052,51.6032290920065,1072,12662,140,297,355,435,18420,169,168,96,0,13874,19074,433,Juntos Haremos Historia,19074,15.075522569796771,JHH
05,Coahuila,Coah.,021,Nadadores,05021,27.029166666666665,-101.59166666666668,6050,9.0375,NO,5013,3754,74.88529822461601,25.114701775383992,71.8249316139117,75.4593711719069,73.6022364217252,935,1416,8,6,17,18,1208,48,12,12,0,2359,1234,72,Va por México,2359,29.96803409696324,V x M
