CVEGEO,ingreso_2022,hogares
19045,20103.61414675197,25428
19046,34698.60493306467,121777
19047,21258.20969586727,4581
19048,29117.60550013503,82912
19049,31328.10064831307,14423
19050,25091.5464967416,564
19051,18875.68012483687,1267
20001,11850.9617942708,216
20002,13023.8457991167,13009
20003,10355.1545055907,794
20004,10769.66281845033,341
20005,15355.83901960563,4953
20006,15459.78878642353,5342
20007,11669.8940344651,769
20008,9046.995632220267,268
20009,8928.399883613,1948
20010,18151.0356920905,4336
20011,10893.13868407367,339
20012,9622.873345570633,2465
20013,14578.43394838513,896
20014,17818.14645441157,8605
20015,9418.8307901807,1212
20016,8488.060327147534,1677
20017,9505.588844069533,1061
20018,9493.7026355055,237
20019,10294.93502986017,854
20020,11233.38636187903,1056
20021,14729.16338143213,4126
20022,11976.18136346143,296
20023,16699.2762326361,6984
20024,9809.039331812766,1023
20025,12533.83105010093,3278
20026,10470.1421631952,2566
20027,8941.065934428167,744
20028,13596.1548025341,6075
20029,8034.118481194067,1164
20030,19040.03250445267,2584
20031,12111.7086688249,2033
20032,11955.01041868307,319
20033,19729.9811395726,771
20034,11154.6033029635,387
20035,17676.65349287987,165
20036,7936.394520927766,1521
20037,9957.211202353,1132
20038,10770.97933429197,528
20039,16630.92693341243,20356
20040,8115.524808315967,1650
20041,11510.671021989,8795
20042,13056.08061296843,2317
20043,14796.89305524673,28770
20044,12493.33050065547,12799
20045,18626.7339919281,2185
20046,10142.56895832197,933
20047,12630.0164395222,30
20048,10522.77838609493,283
20049,11481.76518524733,315
20050,9524.3983885705,981
20051,11605.92677151867,1012
20052,11289.90902454233,1887
20053,12042.34166148123,421
20054,13460.00393044507,130
20055,12524.6710779958,1076
20056,11758.80017066717,411
20057,15239.57116842077,11356
20058,9557.2273628987,3589
20059,15917.44969567877,13056
20060,9742.745486279333,647
20061,12798.123983891,801
20062,16157.15978573733,155
20063,15822.1409137295,1129
20064,11747.8903623397,2380
20065,12599.59407008797,349
20066,11041.7517416703,1744
20067,27268.8378366908,74526
20068,13777.5342782658,6047
20069,9104.188688920332,780
20070,11119.2702066233,1666
20071,10526.31665033743,861
20072,13768.00785630546,2099
20073,13615.897476201,9369
20074,10288.06365188413,128
20075,11255.11746148007,977
20076,9354.3103163261,902
20077,14666.41557611837,1085
20078,18226.8006964881,378
20079,18074.117871043,25584
20080,10358.03299036157,533
20081,9215.660356296967,590
20082,11078.9469531624,1174
20083,16645.45317784043,2989
20084,17982.80195905967,1201
20085,8664.598140043667,5461
20086,11617.71195994947,329
20087,15262.34455184757,1428
20088,8923.999883937833,805
20089,12071.84614663063,616
20090,11552.54300031707,1793
20091,19856.12512229873,1850
20092,14335.391590343,494
20093,10006.75724121807,181
20094,9569.448456728567,587
20095,10307.29043702373,1029
20096,14114.31080073423,227
20097,9976.746201785867,525
20098,8746.2971793252,1120
20099,11310.72101883977,114
20100,11855.8580294162,154
20101,10563.0726426081,208
20102,13279.661417012,1424
20103,14904.30967762217,1570
20104,9520.650392006566,707
20105,8455.738664772334,1915
20106,15027.4062861713,83
20107,20856.75042683577,6214
20108,9335.623337332567,805
20109,13507.0648154713,339
20110,8968.216553181,438
20111,9906.437474297567,1125
20112,12341.0655982776,872
20113,8064.7695402832,868
20114,11432.22695423307,243
20115,21695.31886341317,2843
20116,9098.631385466268,1130
20117,9101.589802488066,621
20118,11636.03098639637,670
20119,9582.909610489833,218
20120,13703.32778583087,115
20121,10375.61457916653,206
20122,10006.9284530005,203
20123,10851.61210260513,759
20124,11325.35759475373,5093
20125,9866.531519339665,2948
20126,8303.863397715433,1382
20127,8933.515562893066,395
20128,10448.3557920744,482
20129,16546.24584503223,113
20130,8958.574801698533,1620
20131,10134.15781533417,2797
20132,15605.4375855102,372
20133,9447.6688595449,1201
20134,8650.4567207686,6919
20135,13141.93364169507,2042
20136,8450.2330415208,2917
20137,9221.872277423832,902
20138,9065.590206389466,165
20139,9560.969506967967,574
20140,10648.8263887093,243
20141,8990.402070106167,2456
20142,13393.4591013226,284
20143,11168.34312989187,3033
20144,10585.50714236197,351
20145,18322.6901872796,1494
20146,9435.9754981806,667
20147,8678.5831209451,121
20148,10606.28914735853,502
20149,10616.44818474703,519
20150,12863.54593268003,3394
20151,11769.65032932623,101
20152,10592.5081357992,518
20153,10486.5968688133,1276
20154,10313.5085987634,672
20155,10314.76509200353,260
20156,10554.90940816953,1098
20157,21196.33907953207,4785
20158,10630.93546729393,596
20159,8492.057256505,1264
20160,12530.36728418223,451
20161,9405.228056622067,813
20162,10421.0565183694,491
20163,11605.11456481667,454
20164,10186.2610092319,776
20165,9869.785311291535,458
20166,10565.65465940627,3098
20167,9812.8746150386,563
20168,11143.74200200887,274
20169,8828.127041250033,1167
20170,9395.8775606488,894
20171,7757.880197751566,4842
20172,12782.9458454734,145
20173,10209.4106517815,481
20174,20094.29182096483,1221
20175,10619.24747447623,395
20176,12151.85135956213,835
20177,13144.37448303197,3128
20178,16182.1353911608,1787
20179,10984.7223146768,409
20180,10933.73028181607,751
20181,7871.9491405651,161
20182,10482.23456594413,546
20183,7507.9125518082,374
20184,15870.1180337535,47209
20185,12037.63920394333,2389
20186,12151.37345311913,172
20187,9097.934250956234,522
20188,10595.44851473853,2583
20189,10540.27561883573,697
20190,11328.55399195283,6167
20191,12940.8310142568,92
20192,17437.09198542624,451
20193,13482.56737207333,731
20194,10094.13247441757,443
20195,9272.815766927599,391
20196,12538.4236093101,135
20197,12483.61915180423,987
20198,9023.869493589767,9092
20199,9530.330706449766,144
20200,10096.7389604592,1072
20201,9116.380438068467,562
20202,8674.950922851733,1092
20203,7690.354978369301,831
20204,9984.7712193315,219
20205,6962.690105486334,4493
20206,11128.34031392803,722
20207,9192.591056272666,5038
20208,10919.7101774881,2337
20209,8795.7355579958,200
20210,9905.454784086267,1679
20211,11795.5107346376,763
20212,8336.885135290968,836
20213,11664.7556479899,889
20214,9851.923375675933,547
20215,12668.20431007273,236
20216,9730.925209604668,331
20217,9555.909434745567,939
20218,11660.63309946617,166
20219,11255.13289641507,755
20220,9240.021743130066,835
20221,10536.39789513913,431
20222,8746.763755089567,458
20223,8985.867544032333,133
20224,13205.9921753476,192
20225,10585.96979329133,1644
20226,13143.87451118363,845
20227,18085.15167278193,4981
20228,10330.37764549653,200
20229,9747.953551416334,1646
20230,9072.411788610034,287
20231,10143.5704191929,802
20232,14070.0514098969,5399
20233,10400.6798266165,444
20234,9350.9707815523,1964
20235,9668.442513236034,1092
20236,10568.45797786147,341
20237,12247.06050045317,449
20238,10110.18736492823,252
20239,12251.61214096347,344
20240,9933.473273599668,608
20241,10265.47785118383,323
20242,9522.0821520834,2316
20243,15386.971076821,476
20244,10848.05429781487,1051
20245,13139.68760133523,360
20246,11217.70595620183,180
20247,14661.4618572895,419
20248,11030.80321790143,3897
20249,9110.102281514966,977
20250,11940.3194519141,381
20251,12875.1454617028,302
20252,10021.08271585867,614
20253,9424.568764073932,640
20254,12477.30584602787,844
20255,10202.218582549,504
20256,9332.700486285434,68
20257,9331.2754260685,330
20258,9896.586310767967,251
20259,9182.542713830868,527
20260,12445.99837661943,572
20261,8385.492596032333,1583
20262,10426.3501228992,290
20263,10710.4407491729,864
20264,9818.765985203034,629
20265,9844.596509302966,2023
20266,10705.90453185173,2380
20267,12892.72062086247,76
20268,13093.76259588613,307
20269,12321.93983844507,1317
20270,9390.471876027334,389
20271,9276.5250317805,623
20272,10753.2802215924,1228
20273,7376.455482410734,875
20274,8034.7945997334,351
20275,9746.187740289033,2052
20276,8370.106669157032,219
20277,9824.2062021335,3221
20278,11007.38478589657,10421
20279,12512.70366135913,665
20280,10413.53643652483,709
20281,11223.43583296063,117
20282,9505.6646998616,226
20283,11287.780259462,318
20284,10038.90333464863,689
20285,11482.1512511852,1020
20286,11846.96059569147,913
20287,12546.08690899903,103
20288,9354.184706799466,178
20289,9843.241359023767,374
20290,10885.4802947244,269
20291,8981.941576034,1102
20292,8415.555856036734,345
20293,24756.93757258787,5051
20294,15533.4611991057,1903
20295,15542.208874568,2688
20296,12989.41973056197,306
20297,9091.660982465166,608
20298,15892.59566766157,3619
20299,10548.49538041503,323
20300,9815.895965221634,1887
20301,14165.67266597643,454
20302,10579.39907029497,1118
20303,11183.04875360477,361
20304,9078.457974369301,231
20305,15185.7498728848,1434
20306,9056.089574498534,999
20307,12210.8946900751,3102
20308,12226.5504369411,869
20309,8125.958123520234,2860
20310,13192.64407280107,3705
20311,9330.2927200641,161
20312,10403.2665413718,2691
20313,9595.113980592067,270
20314,10396.90337329027,493
20315,11742.16423058687,491
20316,10382.3908210519,218
20317,10899.03670796593,431
20318,16986.99552798573,13913
20319,14154.8185875856,321
20320,10522.46856340023,226
20321,7591.933242443501,201
20322,10411.73714969047,245
20323,11121.6490161437,556
20324,16063.1872831364,12722
20325,10680.87823054217,3137
20326,9847.245891587,1211
20327,12880.57370100963,4560
20328,8443.491128914366,359
20329,8285.5693006908,349
20330,8345.407402970934,1172
20331,9462.325491406067,331
20332,11491.99244060506,131
20333,15466.56206066277,944
20334,12132.39547695987,14832
20335,10949.3000283315,252
20336,10441.96534580407,492
20337,12164.22415651177,1603
20338,18290.8534774272,2687
20339,14149.21272403857,1226
20340,11313.46426864777,625
20341,12538.64131387867,73
20342,17075.29528742283,1291
20343,13479.18907738707,568
20344,10584.5103272741,808
20345,11766.73474464847,1215
20346,9981.5347124574,483
20347,10624.9142526857,1014
20348,11467.7989055319,2298
20349,13097.62690590597,638
20350,35898.37576848233,5032
20351,11120.0615628298,838
20352,8183.4302444192,596
20353,11756.53022056283,620
20354,8588.583784901699,142
20355,8960.667414008834,233
20356,11369.3571261484,601
20357,8831.630856202368,269
20358,13074.09342907473,615
20359,12271.45029722713,234
20360,10152.63244317583,1171
20361,8915.980716757234,252
20362,13316.63073293077,435
20363,11837.28177339957,772
20364,10882.3725981529,4271
20365,10299.00568613387,373
20366,10223.50322241227,897
20367,10333.41857958377,1149
20368,11441.3972762963,551
20369,13767.20456562333,657
20370,11485.97168159683,208
20371,11967.95768200847,351
20372,10209.59453873217,457
20373,11623.73332501953,127
20374,8758.3413042846,422
20375,19648.37890769997,3574
20376,13604.43620287213,100
20377,10018.15622329347,2994
20378,11373.62610565897,969
20379,10125.12693551097,783
20380,11954.7758930936,645
20381,11806.53305918557,791
20382,8607.772404773734,351
20383,11779.52174610347,177
20384,10459.78462554187,1137
20385,19693.4044544794,27492
20386,9119.819309719967,4465
20387,13834.8919711086,838
20388,10501.1512943921,643
20389,13149.82286949193,231
20390,21565.26856470397,14246
20391,10073.89600415633,821
20392,9288.9537462727,1878
20393,10771.26385296957,1027
20394,11260.8870147612,806
20395,9992.882503430601,505
20396,9550.607990588067,940
20397,15302.69403452687,10586
20398,14459.34869839433,1381
20399,16761.3810527132,11364
20400,11291.05073576453,530
20401,14421.21956144187,7075
20402,12866.38516900547,326
20403,15894.00751032133,1079
20404,11799.68754454084,247
20405,13601.62033837967,559
20406,8839.379763026067,5615
20407,9380.443154175466,2642
20408,11876.78326249477,144
20409,19117.4191444349,2573
20410,8921.524849239433,891
20411,11819.21654956113,251
20412,8987.1163268215,900
20413,20696.3362314177,15170
20414,10440.10921792873,3582
20415,10774.4053242516,1292
20416,9879.437805498901,163
20417,10278.71106501937,2618
20418,13538.14050390557,3603
20419,12504.29154412377,176
20420,10303.81353319963,401
20421,12816.9834471378,1506
20422,8660.332919684533,196
20423,11413.27757869577,145
20424,10462.74670041777,970
20425,10164.97010500417,634
20426,9467.211703937,1708
20427,11148.4778575975,4941
20428,9571.2669166793,529
20429,10033.43087475103,439
20430,9370.835447534533,92
20431,11924.06776130983,486
20432,9669.986225730967,299
20433,10896.8985427803,622
20434,10197.35277723057,1126
20435,9777.468279755467,917
20436,9295.932724426666,293
20437,11166.202793845,2448
20438,10102.7798278078,470
20439,13182.80095362407,6454
20440,10925.90974241783,295
20441,9498.1409624545,2237
20442,11661.9311411863,83
20443,11208.4810982116,146
20444,8926.187461196234,155
20445,10072.79727338193,378
20446,11247.331023297,1650
20447,10220.20919262627,4450
20448,7791.698939435867,504
20449,10213.03436383947,1031
20450,9551.626468271766,2992
20451,9573.5546048032,323
20452,11200.04438607587,1155
20453,11463.08188836557,1281
20454,9679.1020573232,884
20455,10333.252356759,763
20456,11602.67303489934,494
20457,9189.262403224266,900
20458,12703.25268634147,341
20459,12594.8896872907,1593
20460,9119.1361210137,1391
20461,12775.3087384023,188
20462,14000.8579548454,1255
20463,14254.15799893257,193
20464,11036.55194425493,115
20465,9165.9937938904,413
20466,10174.51433972447,3152
20467,11342.38731355453,5523
20468,7897.352292966533,3376
20469,12070.65239283907,7576
20470,9189.5792867319,1423
20471,10651.77208027847,127
20472,12397.9587614568,1118
20473,9940.7985667546,375
20474,11348.3696350741,1054
20475,13860.85956706707,2537
20476,11539.28149454503,143
20477,8648.102211636,357
20478,9839.458333605133,564
20479,11566.4550446147,68
20480,8620.160887523032,402
20481,10312.78102685143,580
20482,15091.4558158582,15549
20483,12537.02589493323,2862
20484,12567.17999745863,1127
20485,10043.1079238059,805
20486,11479.14252187397,695
20487,12319.9322583106,588
20488,14781.26747938153,41
20489,9743.108707998967,1350
20490,9625.460834812568,762
20491,9099.791707497634,904
20492,10251.22870933167,906
20493,12813.39686749977,175
20494,10165.2668851459,1296
20495,9816.6078462855,809
20496,12221.60734530077,537
20497,10114.53127891087,954
20498,8911.345673920101,2086
20499,13896.7780821449,540
20500,9078.654851483932,2411
20501,12287.1210322541,327
20502,10750.9187306396,1426
20503,10546.1163826271,124
20504,16798.2827438986,404
20505,12158.7436485449,2500
20506,10749.9346472092,232
20507,10371.07755896823,937
20508,13191.11671933767,546
20509,10008.26899516677,2487
20510,9028.3862605453,220
20511,8457.998705947866,915
20512,12218.43342629983,267
20513,9865.577775819535,2597
20514,8701.635380582733,247
20515,13736.27155729737,19442
20516,9792.208345262134,1315
20517,10805.92833421943,1464
20518,13838.0082917805,42
20519,13545.1524865448,916
20520,11252.23672950383,1968
20521,8247.3321823187,79
20522,9307.872643851333,350
20523,16573.14655963047,518
20524,13377.08236115143,85
20525,12515.40945598553,3819
20526,9653.389006545634,4486
20527,8807.481901342066,613
20528,14294.3883455582,287
20529,8224.745538986033,254
20530,13154.91014115387,967
20531,13489.73543149507,679
20532,8904.525743905833,1053
20533,13317.35670611423,746
20534,10367.9266419289,846
20535,9515.279210373434,716
20536,10749.13043357733,151
20537,9316.427259295966,1925
20538,11658.36944235763,203
20539,15485.8558485186,1669
20540,16034.18907910657,2233
20541,10778.0882256619,499
20542,10492.71587416967,250
20543,9949.636101142867,1631
20544,15456.7501604247,296
20545,15357.26887248417,2705
20546,13324.2483276928,1694
20547,10297.5084650707,320
20548,9758.4978424498,601
20549,11269.32782344567,3298
20550,15040.0929224446,1563
20551,18763.94414858237,8356
20552,10708.8786085016,138
20553,21716.26674461944,3118
20554,8777.2346654791,1518
20555,12261.93772106037,905
20556,12308.0688194534,91
20557,14125.88848412983,4266
20558,11903.5775320495,433
20559,11597.3724380195,6027
20560,11379.91824891197,1736
20561,9880.573376987866,828
20562,10816.12567434937,473
20563,9803.386815429367,379
20564,9306.6874454893,389
20565,14451.02258572823,11808
20566,9886.4479458425,899
20567,9752.739712083066,872
20568,12943.22684684633,488
20569,10639.47657264027,479
20570,15545.22174444433,5864
21001,13539.33017305133,15226
21002,12077.87986979327,2611
21003,15423.77809678847,10158
21004,13000.3106966398,13486
21005,12777.08037952053,850
21006,10194.91561592983,3643
21007,9525.7814710451,789
21008,13400.68644293293,2927
21009,13807.72863645583,617
21010,12808.10482513617,15575
21011,8826.103373382733,511
21012,10598.892259202,1706
21013,12889.4844122456,4712
21014,10479.82539771567,1352
21015,16528.1667510424,31585
21016,11693.9103306154,2491
21017,12391.3712359857,6921
21018,13706.44574307283,1108
21019,17465.62782404323,37573
21020,12778.5162287833,1830
21021,14759.11455301947,402
21022,9142.451400702334,3237
21023,9710.813802566967,2081
21024,13521.60548997133,300
21025,11690.4049823131,2318
21026,12044.28941593833,3604
21027,9858.6716761558,1245
21028,8034.360306774067,724
21029,11226.9118088894,953
21030,9554.937335578066,224
21031,12158.4265843547,788
21032,10962.37976622977,418
21033,10021.5015969567,1346
21034,16282.78268768203,11231
21035,13182.111924368,5121
21036,8367.693424331566,3498
21037,17081.02762838827,768
21038,13540.87215111363,2365
21039,10810.08272091463,2859
21040,12452.9475870696,2914
21041,19811.25399809073,41181
21042,10073.04513348127,950
21043,12907.89956181773,12636
21044,12285.8066336609,4107
21045,14404.22736908863,11716
21046,12045.6357429234,1916
21047,13872.13381951977,5846
21048,12058.3164926789,5003
21049,8041.216414822867,4080
21050,8867.665674900967,5311
21051,16601.8636181054,10253
21052,9777.958095466667,385
21053,14561.89430165943,17150
21054,13616.05067290723,7850
21055,13287.10906817553,1427
21056,10782.98462682047,426
21057,7989.621502028066,1683
21058,10026.7316361259,4342
21059,12896.65852886157,801
21060,11630.55732564223,1857
21061,9272.416402635734,3370
21062,12198.64483526687,1329
21063,13965.9574604402,3698
21064,10606.29828472167,5095
21065,11109.23766445077,5304
21066,10843.7657063406,1857
21067,12794.06095605173,4681
21068,9904.305541349868,1996
21069,12443.47740688873,7247
21070,10169.0134560807,1773
21071,14691.63410995993,27575
21072,9309.934792364866,3922
21073,11587.0171382064,2564
21074,15418.08918207447,22597
21075,11088.5156996246,3287
21076,12423.58882097623,7567
21077,9414.692902374267,1438
21078,9531.062814757433,3922
21079,12711.94778527013,1574
21080,8287.832865960767,677
21081,11081.56352068503,1101
21082,16232.31016826353,2424
21083,9539.4645449866,6426
21084,9151.822827805667,1734
21085,16538.6702856798,21675
21086,10298.8032314644,3323
21087,9687.8142078011,3395
21088,10347.80475520757,1291
21089,8547.369344742967,3188
21090,17002.03287884323,5856
21091,14474.345197254,2802
21092,10488.68037226253,1477
21093,10424.422507846,1945
21094,14711.16952191007,8978
21095,10502.1561605216,169
21096,12640.34882519203,771
21097,13293.17112339763,621
21098,13128.08413761877,1833
21099,11969.76682522507,5288
21100,8942.190808004432,2364
21101,11216.6293290809,986
21102,11737.12264041154,3139
21103,11963.92432896937,1578
21104,14350.007526713,7230
21105,12721.47057657623,1354
21106,13665.41126968393,10747
21107,8621.145241247099,2778
21108,14164.89018079737,4719
21109,10772.61673297247,5352
21110,11863.83646447727,12069
21111,10443.91259041397,5227
21112,12463.18106029663,2585
21113,12530.73627333257,1414
21114,21652.3197225229,477609
21115,12583.05803419887,13487
21116,8510.2231638416,4788
21117,15958.5662177589,3711
21118,12354.7249628964,6511
21119,23194.9308071603,44808
21120,10898.5142553232,1381
21121,9144.537530552167,364
21122,11843.30468091493,2633
21123,8973.144193779966,1073
21124,13322.3581224279,3895
21125,20466.17428658137,2486
21126,11823.93666579537,1458
21127,13394.6270121186,1157
21128,17814.00458782447,2503
21129,11050.5199255452,3531
21130,13874.21812221907,964
21131,11555.16716735187,273
21132,17560.76452580933,38312
21133,9911.985283848668,194
21134,12089.1433659141,5150
21135,14177.69903148427,180
21136,15484.77687959333,2844
21137,12286.40315162177,2464
21138,11297.8242010483,2633
21139,12670.18994224657,1024
21140,20189.9728792267,36572
21141,13244.03776507477,1044
21142,13317.89293241083,7437
21143,12212.11230809703,8449
21144,14587.6014975321,3600
21145,8824.834500258401,3280
21146,9664.6930267463,256
21147,12042.0347383097,1817
21148,12875.93216861913,2603
21149,14568.76996726597,7414
21150,9376.952685930866,1712
21151,12297.12966006047,2254
21152,11396.37114065037,2954
21153,14278.58902235867,6007
21154,15143.8018431397,20010
21155,13371.4456169816,1873
21156,16716.3862276431,85356
21157,13231.13578184347,3410
21158,11328.9593848497,2075
21159,8327.5250946169,1161
21160,10569.80487231453,1011
21161,14403.87162254167,5582
21162,10530.1492132927,1045
21163,11793.68162497417,4096
21164,16495.29032547583,18573
21165,10657.99712946067,264
21166,12504.5637997499,2259
21167,9991.601443807767,2566
21168,10868.22356880823,1788
21169,13054.00252913133,6089
21170,11653.14268770983,4717
21171,12197.6047305564,1021
21172,11696.9939351566,7718
21173,15628.4861460625,1755
21174,18033.32047840147,28286
21175,11194.7406577213,3592
21176,13243.54049355457,2608
21177,12566.74468042227,13122
21178,9237.0534458123,4446
21179,11236.1323753241,7237
21180,12500.0806037943,9940
21181,13029.2147293884,1744
21182,11661.93912597577,1122
21183,9919.360478011966,5006
21184,9215.462177366533,1704
21185,12359.14709471007,2545
21186,8032.586550659366,14394
21187,9448.495570235465,1429
21188,10394.80670657237,4773
21189,12733.37191709123,5308
21190,11788.53057947707,422
21191,12160.57014635633,2791
21192,10617.41958543547,1650
21193,11385.00934454087,1750
21194,12134.7575324875,7864
21195,9994.498175089733,5973
21196,14876.454187972,482
21197,13656.16815416077,21258
21198,12338.87395984157,348
21199,13531.98396572697,9898
21200,12602.5612942555,1017
21201,11872.46059994527,872
21202,10254.08374783957,3399
21203,10493.3159865313,1880
21204,13693.0070426652,1997
21205,11044.4964868553,6528
21206,11911.0323248252,1302
21207,14382.8737500959,14785
21208,16248.51944579843,22888
21209,11923.01517591747,2295
21210,10875.94709591137,1456
21211,16552.67278326016,4417
21212,10261.9098334766,5151
21213,9541.428768811465,3174
21214,12871.9583483941,4407
21215,10094.3873672665,1160
21216,10477.80599032043,740
21217,9429.0510401067,4721
22001,15075.58505701877,17122
22002,13002.93796305873,6802
22003,18620.75190225,3809
22004,17718.12225412577,17322
22005,20643.12573906897,16146
22006,30712.23451016027,64356
22007,16746.89031254537,10857
22008,17470.7859501768,9905
22009,15611.06074393393,7576
22010,14728.0671543947,5350
22011,21855.90472542697,67957
22012,20075.1766357049,19072
22013,15259.21679183827,4869
22014,28781.85610140723,305361
22015,13953.73440826173,2274
22016,22158.112056135,83724
22017,20516.481601204,18946
22018,15516.42925937103,7039
23001,21795.17264995433,26413
23002,14568.23233598723,21462
23003,20537.03393467133,6767
23004,21187.63589839773,70753
23005,26328.2248113553,287053
23006,14811.49908997343,10426
23007,20731.35458406633,7917
23008,24125.51994775113,110763
23009,24732.6481226837,14022
23010,14108.278154795,11182
23011,24469.95558302544,8731
24001,14606.63530602067,4723
24002,11375.6481547584,2181
24003,8473.925736497633,12517
24004,15084.67700877183,1165
24005,14336.95441314987,5222
24006,12648.2049033386,2612
24007,17099.92693952663,5087
24008,17481.67645944617,6372
24009,18198.38562639777,1363
24010,12397.3578421539,8040
24011,20533.2507601514,12802
24012,12169.32153419543,5201
24013,16997.58806947733,53323
24014,10516.3869699132,4199
24015,17157.38775841304,6017
24016,14311.28476510873,11749
24017,14459.87418466943,6510
24018,14093.9893519419,4061
24019,10723.82367254377,1718
24020,15749.0396076421,27347
24021,16610.82277092597,13863
24022,13549.55058857677,5182
24023,13078.87242025317,4470
24024,18117.17586177194,27137
24025,17072.33849469957,7843
24026,9998.1479321893,2392
24027,14821.1971969494,3030
24028,26933.2206019977,259324
24029,10281.04806220223,5261
24030,14638.47303943177,1507
24031,8322.6611820861,2950
24032,16283.57798017333,10220
24033,10971.94808513857,2909
24034,15243.6713727699,4161
24035,23226.58678027083,91807
24036,16153.93332583623,8385
24037,14317.98978559093,24454
24038,12394.52046716687,3853
24039,12176.3052119309,3527
24040,18226.35821117053,10552
24041,10059.93350180073,4954
24042,15339.8150463574,3699
24043,13755.7621300871,2181
24044,14788.64623730483,1968
24045,14186.6540430842,3981
24046,13833.87788792607,4644
24047,13747.67139925037,2503
24048,18320.55626974623,1330
24049,10851.35966997287,9982
24050,20835.85455106217,12146
24051,15041.0285260376,4220
24052,12665.76023084547,2966
24053,11816.45563316467,8502
24054,11044.2276880995,12695
24055,20080.25334591513,6445
24056,14412.01529202183,4302
24057,10846.26895513587,7223
24058,19459.85857613433,5881
25001,22860.86723307857,133896
25002,22340.83822284673,12951
25003,13613.69843787673,7250
25004,20106.3827399465,7216
25005,15280.65368552297,4174
25006,26677.16292879263,281567
25007,13465.6437706349,8176
25008,21312.48163959433,12163
25009,21704.34227223383,16258
25010,17843.34299941643,26499
25011,20225.60355057553,77894
25012,27687.5163944227,152884
25013,22811.79005747373,11587
25014,20415.59836230687,14812
25015,23171.91952131613,23218
25016,17129.00318765817,5548
25017,14970.69479878207,21075
25018,21136.2119465037,37648
26001,16741.1941253579,790
26002,22783.06467438494,27072
26003,16137.55282743613,7133
26004,18583.81340611263,2665
26005,14191.92857254293,395
26006,22466.61870473347,968
26007,15331.7168378947,191
26008,15344.59699250847,346
26009,13170.39423510933,261
26010,13485.77706898883,380
26011,18405.56242475217,516
26012,16953.47992105066,6404
26013,24567.49440887913,565
26014,15711.72399170493,1040
26015,12882.96130039957,387
26016,20229.16045463954,1543
26017,24441.7215393779,26298
26018,25166.8016374717,135701
26019,24539.16138218596,11588
26020,16982.41910618463,1401
26021,18688.58994307077,682
26022,18180.2884160423,315
26023,18894.5892300112,1861
26024,13495.54867750297,242
26025,23090.51699837256,14798
26026,14175.71948132063,15532
26027,16678.2294465796,2697
26028,19168.73266942636,342
26029,22821.17253783453,47102
26030,29297.311284274,278550
26031,12986.1166637468,395
26032,20775.3386727062,299
26033,17440.37092196473,21432
26034,29492.32952433797,328
26035,21532.40236019506,3544
26036,23939.3499531527,9864
26037,15086.13104647593,402
26038,22383.69658679173,1725
26039,22772.23464380033,1697
26040,15127.81075740793,502
26041,27502.13171248656,4344
26042,19295.02525621973,46918
26043,27707.96525681583,78358
26044,15638.07883593237,120
26045,14273.16642863113,828
26046,17410.34088995137,156
26047,19726.90065101923,2768
26048,26889.3375566753,19176
26049,12866.4707539341,933
26050,16832.15566056937,540
26051,16200.92497256817,1508
26052,19353.5144568053,1746
26053,15393.83718810023,126
26054,19959.3839242829,156
26055,24708.70090708806,59692
26056,14914.391133909,2785
26057,12623.0186228323,565
26058,23367.6758806872,4936
26059,18715.72602209963,553
26060,13383.2865579687,635
26061,14010.0051765224,478
26062,16410.6987764098,352
26063,14378.7661155152,398
26064,17433.4178317889,481
26065,14307.58248589283,487
26066,20077.3908795597,2944
26067,16393.11814134193,494
26068,21968.03654822733,379
26069,16141.27041885273,1523
26070,16405.03404055744,4091
26071,18320.9766180349,5986
26072,14955.53198958033,3924
27001,12595.8346719894,17034
27002,16295.574097529,67269
27003,12645.2174894268,28475
27004,22190.56782208887,197638
27005,16784.74390878343,58317
27006,11925.79515105123,37599
27007,12847.71078463327,9514
27008,17942.8208956964,51669
27009,15065.16546198787,10571
27010,15561.35022045053,23701
27011,11552.47909617503,8674
27012,14679.04611661603,43226
27013,15394.0690886182,42007
27014,20397.9924675772,26541
27015,10502.8409915356,12765
27016,15450.2358988359,16166
27017,14048.32653460443,18137
28001,15463.64138723043,3085
28002,15563.57821732143,9164
28003,21091.50932348117,80906
28004,13865.00383987873,2785
28005,12828.1193045995,1419
28006,10319.44713453083,1877
28007,19817.6089848688,6367
28008,12953.9376534475,1203
28009,23406.8774032319,65647
28010,15161.04776211323,569
28011,16124.09508760637,2606
28012,14512.6539308895,12331
28013,15355.08515148167,4578
28014,17721.762938902,1911
28015,20876.2096107841,4931
28016,14897.90936914254,5483
28017,14530.81189560297,4399
28018,17286.0354873821,2002
28019,15069.99613229887,4745
28020,13977.5116820656,690
28021,18231.16286725747,34650
28022,22641.86502266096,159564
28023,13818.68215659243,1400
28024,18076.84014899903,2982
28025,22472.21633698727,11567
28026,10143.08782087753,1005
28027,24345.25483693127,120296
28028,13455.73091736043,1134
28029,15961.19315616593,4003
28030,16158.36303034067,4116
28031,14098.3740889811,595
28032,21239.13293333857,216207
28033,17626.2438505463,38901
28034,11507.7530336325,2364
28035,16608.40067334187,15531
28036,11039.8776092007,279
28037,16056.23452073633,7710
28038,21674.23522212887,93833
28039,13557.106565989,7774
28040,18961.01579878563,18129
28041,22224.4910343227,101652
28042,13874.52858462993,1685
28043,22987.10577006867,7046
